Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2,|d|/std1+std2
"('Related to vampires', 'Books')",680,1045,53,0.004819,0.007406,0.000376,-0.000340310486,1.8458722551698887,1.4909169990608906,1.1598395324778865
"('Hair', 'Spanish')",398,806,19,0.002821,0.005712,0.000135,-0.000118886448,0.8419766712483473,0.5925676867142408,0.48458789237256833
"('Environment - Sky', 'Locations - Buildings')",435,1693,50,0.003083,0.011999,0.000354,-0.000317007083,2.1478725837702783,1.093637917196242,0.9745775741045364
"('Companion Friendly', 'Items - Apparatus')",3345,449,113,0.023707,0.003182,0.000801,-0.0007255643259999999,1.791444449965271,4.839201543033037,1.680021176228118
"('ENB Preset', 'Body models')",76,503,1,0.000539,0.003565,7e-06,-5.078465e-06,0.08218848346813852,0.03200619314017474,0.02982452409398031
"('Clothing - Female', 'Utilities for Players')",1431,947,44,0.010142,0.006712,0.000312,-0.000243926896,0.9144653399680046,1.1221526335194725,0.7088887877914585
"('Saved games', 'Utilities for Players')",974,947,47,0.006903,0.006712,0.000333,-0.000286667064,1.300525400341026,1.3187729852098604,0.9259944096839376
"('Companions', 'Environment - Other')",2791,1225,62,0.019781,0.008682,0.000439,-0.00026726135799999995,0.7209519205393115,1.08212042890967,0.5999863811420085
"('Audio - Voices', 'Lighting')",494,760,39,0.003501,0.005386,0.000276,-0.000257143614,1.6352986051539349,1.3196874807522765,1.0269862226735877
"('Animation - Modified', 'Body models')",364,503,49,0.00258,0.003565,0.000347,-0.0003378023,2.5013215515335276,2.1289436191832083,1.621223456170752
"('Companion Friendly', 'Dawnguard')",3345,1800,333,0.023707,0.012757,0.00236,-0.0020575698010000002,5.080213936010958,6.886904802423953,4.088252869281468
"('Related to Movies/TV/Other Games', 'Magic - Potions')",1019,576,37,0.007222,0.004082,0.000262,-0.00023251979600000003,1.0314802832493997,1.3698324629573195,0.8239971849612121
"('Sexy/Skimpy', 'Polish')",1268,544,23,0.008987,0.003856,0.000163,-0.000128346128,0.5108478107562786,0.7778735578522982,0.42700048754536585
"('Leveled Lists', 'English')",516,12126,367,0.003657,0.085942,0.002601,-0.002286710106,14.229839639727723,3.064624844039107,2.9959328407356596
"('Related to horses', 'NPCs')",379,3220,92,0.002686,0.022822,0.000652,-0.000590700108,4.287004113673244,1.4857959537051266,1.4038708350385092
"('Czech', 'Locations - World Map')",195,1159,21,0.001382,0.008214,0.000149,-0.00013764825199999998,1.391787065585067,0.5728490227760495,0.5297330691052473
"('Clothing - Male', 'NPCs')",1051,3220,209,0.007449,0.022822,0.001481,-0.0013109989219999999,5.727073328173029,3.297573281668306,2.8577149333197043
"('Czech', 'Polish')",195,544,143,0.001382,0.003856,0.001014,-0.001008671008,10.198860079712832,6.11330094582537,5.24347616184221
"('Guilds / Factions', ""Modder's Resource"")",572,1367,38,0.004054,0.009689,0.000269,-0.00022972079399999996,1.3579893143346256,0.8809085823203883,0.7390356133763094
"('Audio - Sound FX', 'Anime')",587,715,33,0.00416,0.005068,0.000234,-0.00021291712,1.2425816803103833,1.1262930190358325,0.8345004661382996
"('Saved games', 'Clothing - Male')",974,1051,11,0.006903,0.007449,7.8e-05,-2.6579552999999997e-05,0.12058372986375063,0.11611226104506393,0.08363988174278751
"('Replacer', 'Magic - Spells')",3268,2019,95,0.023162,0.01431,0.000673,-0.00034155178,0.8529293585006081,1.0802452685229174,0.6694181642756515
"('Body models', 'Lighting')",503,760,28,0.003565,0.005386,0.000198,-0.00017879890999999997,1.1268508194331792,0.9176144000960997,0.7115400196356743
"('Classes component', 'New Lands')",169,460,17,0.001198,0.00326,0.00012,-0.00011609452,1.2606642043054401,0.765011191464494,0.6540122311473886
"('Animation - New', 'Races - Modified')",269,595,31,0.001907,0.004217,0.00022,-0.000211958181,1.8249255195446266,1.228632053564004,1.0191761350900006
"('Audio - Sound FX', 'Clothing')",587,1782,48,0.00416,0.01263,0.00034,-0.0002874592,1.6776083377263349,0.9669196484379919,0.8377330933831011
"('Chargen', 'SKSE (Skyrim Script Extender)')",565,1199,112,0.004004,0.008498,0.000794,-0.000759974008,4.520419290409214,3.1099212396257845,2.562140957574418
"('Related to horses', 'Plants / Foliage')",379,452,34,0.002686,0.003204,0.000241,-0.00023239405600000002,1.6865991059971335,1.5446547731116433,1.1391176559168146
"('Dragonborn', 'Utilities for Players')",1519,947,35,0.010766,0.006712,0.000248,-0.000175738608,0.6396557216660397,0.808461653930308,0.5016330418733588
"('Magic - Enchantments', 'Utilities for Players')",1012,947,49,0.007172,0.006712,0.000347,-0.00029886153599999996,1.3303584954650787,1.3748720013231939,0.9560550343407535
"('Official', 'Races - Modified')",244,595,28,0.001729,0.004217,0.000198,-0.000190708807,1.7242682733040422,1.1054584072749298,0.9306235694904038
"('Compilation', 'User Interface')",406,594,18,0.002877,0.00421,0.000128,-0.00011588783,0.8127357148204581,0.6723086739911458,0.5180367555816184
"('Faction: College of Winterhold', 'Audio - Music')",221,429,15,0.001566,0.003041,0.000106,-0.000101237794,0.9617073282252964,0.6906398378109125,0.5609724748201008
"('Creatures', 'User Interface')",1103,594,14,0.007817,0.00421,9.9e-05,-6.609043e-05,0.2818892036167263,0.38341531942400375,0.22711388448426512
"('Clothing', 'Items - Ingredients')",1782,748,151,0.01263,0.005301,0.00107,-0.00100304837,3.373929856086362,5.188632906873861,2.828521479144221
"('Companion Friendly', 'ENB Preset')",3345,76,1,0.023707,0.000539,7e-06,5.778072999999998e-06,0.0142662703173532,0.09351074729041106,0.01410308664646954
"('Scripted Events', 'Locations - Player-Owned')",755,1952,143,0.005351,0.013835,0.001014,-0.0009399689149999999,4.8396828515664145,3.0227687890785337,2.563786717998773
"('Weapons', 'Tutorials for Modders')",3646,221,29,0.025841,0.001566,0.000206,-0.000165532994,0.3918959727270661,1.572478884643358,0.3802644679990028
"('Animation - Modified', 'Dragonborn')",364,1519,21,0.00258,0.010766,0.000149,-0.00012122372,0.8976241529233694,0.44123170760315755,0.39597817194677154
"('Faction: College of Winterhold', 'Dragonborn')",221,1519,32,0.001566,0.010766,0.000227,-0.000210140444,1.996226873052148,0.7648719816765704,0.7142378877514235
"('Body models', 'Creatures - Rideable')",503,275,25,0.003565,0.001949,0.000177,-0.000170051815,1.071723687123425,1.4482875486258915,0.8614989920453636
"('Leveled Lists', 'Quests')",516,843,64,0.003657,0.005975,0.000454,-0.000432149425,2.689198338702992,2.1063092890020068,1.658214431009682
"('Faction: Thieves Guild', 'Saved games')",251,974,11,0.001779,0.006903,7.8e-05,-6.5719563e-05,0.5857997119765473,0.29815061342663446,0.26571452644724247
"('Companions', 'Audio - Music')",2791,429,51,0.019781,0.003041,0.000361,-0.000300845979,0.811548246142562,2.0523582145875796,0.7546890288903433
"('Leveled Lists', 'Humor, Joke or Just for Fun')",516,1282,26,0.003657,0.009086,0.000184,-0.000150772498,0.938233693458461,0.5968615381979914,0.5035968033080889
"('Replacer', 'Environment - Other')",3268,1225,253,0.023162,0.008682,0.001793,-0.0015919075160000002,3.9753405952508185,6.445509582415755,3.3835511139359555
"('Gameplay Effects/Changes', 'English')",3718,12126,2051,0.026351,0.085942,0.014536,-0.012271342358,28.777172693198384,16.445924020434724,14.278670583774126
"('Audio - Voices', 'Magic - Enchantments')",494,1012,46,0.003501,0.007172,0.000326,-0.000300890828,1.9135079564216304,1.3393917283397814,1.0972896566729498
"('For female characters', ""Modder's Resource"")",4508,1367,178,0.03195,0.009689,0.001262,-0.0009524364500000001,2.0342648437420157,3.652300814003645,1.7771903538624299
"('Classes component', 'Tutorials for Modders')",169,221,6,0.001198,0.001566,4.3e-05,-4.1123932e-05,0.44656258549233013,0.3906563468761357,0.2940268945786619
"('Body models', 'User Interface')",503,594,7,0.003565,0.00421,5e-05,-3.499135e-05,0.22052724717713987,0.20299791720718285,0.14935437496736867
"('Scripted Events', 'Lore-Friendly')",755,8619,431,0.005351,0.061087,0.003055,-0.002728123463,14.046477633610984,4.278906117741385,4.0932017418550775
"('Audio - Music', 'Environment - Water')",429,301,29,0.003041,0.002133,0.000206,-0.000199513547,1.3610727604471493,1.6244129521348816,1.04326544694175
"('Body models', ""Modder's Resource"")",503,1367,50,0.003565,0.009689,0.000354,-0.00031945871499999997,2.01333618181912,1.225025905754718,1.0465268666578627
"('Spanish', 'Locations - Player-Owned')",806,1952,37,0.005712,0.013835,0.000262,-0.00018297448,0.9120027233157905,0.5884125937737786,0.49443526712835634
"('Poses', 'Lore-Friendly')",122,8619,47,0.000865,0.061087,0.000333,-0.00028015974500000004,3.579656921134334,0.4394145877500436,0.43614090869325217
"('Anime', 'Non-Playable Resource')",715,301,6,0.005068,0.002133,4.3e-05,-3.2189956e-05,0.17027903968394187,0.26208637078188957,0.14278856504269696
"('Leveled Lists', 'Non-Playable Resource')",516,301,5,0.003657,0.002133,3.5e-05,-2.7199618999999995e-05,0.1692589784844775,0.22145570594629352,0.1344784167320833
"('Clothing - Male', 'NPC Vendors')",1051,973,119,0.007449,0.006896,0.000843,-0.000791631696,3.4582276886860632,3.593213266639962,2.4916907644875046
"('Armor - Shields', 'Magic - Spells')",1628,2019,154,0.011538,0.01431,0.001091,-0.00092589122,3.2566457629705168,2.928368897892763,2.177507754909178
"('Items - Ingredients', 'NPC Trainers')",748,264,51,0.005301,0.001871,0.000361,-0.000351081829,1.8160985904945557,3.0516444588567047,1.5606407091342032
"('Translation', 'Items - Leveled')",2103,494,24,0.014905,0.003501,0.00017,-0.00011781759500000001,0.36522535312635934,0.749258150996086,0.32829900956888625
"('Chargen', 'Companion Friendly')",565,3345,105,0.004004,0.023707,0.000744,-0.000649077172,3.860791209155485,1.6025949122787408,1.480142983990338
"('Classes component', 'Races - Modified')",169,595,46,0.001198,0.004217,0.000326,-0.000320948034,3.485157593192214,1.8604001989465546,1.641206944466217
"('Poses', 'Spanish')",122,806,4,0.000865,0.005712,2.8e-05,-2.305912e-05,0.29463097385124737,0.11493395274174632,0.10707531124204708
"('Lighting', ""Modder's Resource"")",760,1367,57,0.005386,0.009689,0.000404,-0.00035181504600000004,1.805551009120088,1.349102482254359,1.0807342545814074
"('Environment - Other', 'Dawnguard')",1225,1800,61,0.008682,0.012757,0.000432,-0.000321243726,1.3006908337405834,1.0752368926987204,0.8287308457613514
"('Creatures - Rideable', 'NPCs')",275,3220,84,0.001949,0.022822,0.000595,-0.0005505199220000001,4.6886365094256535,1.3847301895899806,1.328023002731627
"('Cheating', 'Animation - New')",997,269,9,0.007066,0.001907,6.4e-05,-5.0525138e-05,0.22657725592425138,0.43501323364684824,0.20095307120014244
"('Cheating', 'Fair and balanced')",997,7082,139,0.007066,0.050193,0.000985,-0.0006303362619999999,2.826708965218659,1.0843983396199202,1.0124537581628896
"('New textures', 'Plants / Foliage')",4507,452,143,0.031943,0.003204,0.001014,-0.0009116546279999999,1.9473671397508272,6.059499527688089,1.853978472008089
"('Czech', 'Other languages')",195,619,140,0.001382,0.004387,0.000992,-0.000985937166,9.968993976896979,5.6037138928547625,4.884864845747233
"('New textures', 'User Interface')",4507,594,64,0.031943,0.00421,0.000454,-0.00031951996999999996,0.6825201901702737,1.85365492946404,0.6404835397876733
"('Replacer', 'Races - Modified')",3268,595,116,0.023162,0.004217,0.000822,-0.000724325846,1.8087997643408278,4.198611006293098,1.6612004666956464
"('Replacer', 'Magic - Potions')",3268,576,44,0.023162,0.004082,0.000312,-0.000217452716,0.5430269037452972,1.2810685139902602,0.4999647351126337
"('Hair', 'Russian')",398,581,14,0.002821,0.004118,9.9e-05,-8.738312199999999e-05,0.6188640624947279,0.5125500218824747,0.39474445856164037
"('Czech', 'NPC Vendors')",195,973,15,0.001382,0.006896,0.000106,-9.6469728e-05,0.975423354093226,0.43787572962307036,0.3994713145537975
"('Hearthfire', 'SKSE (Skyrim Script Extender)')",967,1199,128,0.006854,0.008498,0.000907,-0.0008487547080000001,3.864198337389371,3.473224433804032,2.5831405857308574
"('Audio - Music', 'User Interface')",429,594,34,0.003041,0.00421,0.000241,-0.00022819739,1.556752692758927,1.3238584645095208,1.0085020095609933
"('NPCs', 'Utilities for Modders')",3220,478,36,0.022822,0.003388,0.000255,-0.00017767906400000002,0.44691854762503996,1.148569587965736,0.41649922473020456
"('Locations - Dungeons', 'NPCs')",764,3220,299,0.005415,0.022822,0.002119,-0.0019954188699999997,10.213385013796119,5.019104013762692,4.504568937239023
"('For male characters', 'Audio - Sound FX')",3578,587,62,0.025359,0.00416,0.000439,-0.00033350656,0.7968412214366021,1.9463401614644031,0.7374327934762995
"('Creatures', ""Modder's Resource"")",1103,1367,94,0.007817,0.009689,0.000666,-0.000590261087,2.5175842817238925,2.2634697029127517,1.6832068414424841
"('Unrealistic', 'Polish')",1027,544,19,0.007279,0.003856,0.000135,-0.000106932176,0.4725140779208025,0.648088987881334,0.3818091824547265
"('Poses', 'Body models')",122,503,28,0.000865,0.003565,0.000198,-0.000194916275,2.4904841087911223,1.2284278701957017,1.1016983667156313
"('Races - Modified', 'Unrealistic')",595,1027,28,0.004217,0.007279,0.000198,-0.00016730445699999997,0.9697932752797146,0.7392883432148201,0.5879369952968239
"('Related to horses', 'Other languages')",379,619,15,0.002686,0.004387,0.000106,-9.4216518e-05,0.6837760731236724,0.5354929594499136,0.42159447635125946
"('Animation - Modified', 'Environment - Sky')",364,435,26,0.00258,0.003083,0.000184,-0.00017604586,1.303565143506288,1.1927937779871647,0.8799924309720331
"('Related to horses', 'Utilities for Players')",379,947,21,0.002686,0.006712,0.000149,-0.000130971568,0.9505257290222723,0.6025169522403739,0.5088925819242638
"('Official', 'Environment - Other')",244,1225,55,0.001729,0.008682,0.00039,-0.000374988822,3.390411480148669,1.5183005427180831,1.3856981042157177
"('Chargen', 'Locations - Player-Owned')",565,1952,23,0.004004,0.013835,0.000163,-0.00010760466000000001,0.6400458116745551,0.34603698336918665,0.3043978022393137
"('Related to vampires', 'German')",680,1083,22,0.004819,0.007676,0.000156,-0.000119009356,0.6455166014074457,0.5122036705800772,0.4012370731987246
"('Performance Optimization', 'Not Safe For Work')",604,284,3,0.004281,0.002013,2.1e-05,-1.2382346999999999e-05,0.07123899290838501,0.10377062987531312,0.0587312012937688
"('Faction: College of Winterhold', 'Related to horses')",221,379,12,0.001566,0.002686,8.5e-05,-8.0793724e-05,0.7674991065630293,0.5863601893009653,0.4659411403500068
"('Audio - Sound FX', 'Locations - Caverns')",587,441,54,0.00416,0.003126,0.000383,-0.00036999584,2.1592911484762323,2.4896484769800815,1.6312351554814346
"('Related to horses', 'Humor, Joke or Just for Fun')",379,1282,53,0.002686,0.009086,0.000376,-0.000351595004,2.551699598631122,1.391855528653302,1.2218999046727463
"('Guilds / Factions', 'Locations - Buildings')",572,1693,179,0.004054,0.011999,0.001269,-0.001220356054,7.214107404728757,4.2100878015220395,3.636177244761542
"('Replacer', 'Items - Leveled')",3268,494,60,0.023162,0.003501,0.000425,-0.000343909838,0.8588179441119822,2.187086311931961,0.7993951519790531
"('Body models', 'Clothing - Male')",503,1051,64,0.003565,0.007449,0.000454,-0.00042744431499999996,2.6938977235364803,1.8672821881356898,1.534657761154975
"('Lighting', 'Magic - Spells')",760,2019,89,0.005386,0.01431,0.000631,-0.0005539263400000001,2.8428069621706773,1.7519343857473584,1.4914602976352849
"('English', 'Other languages')",12126,619,307,0.085942,0.004387,0.002176,-0.001798972446,2.4109639596587327,10.22471536336537,2.3466100007531763
"('Companions', 'Locations - Caverns')",2791,441,94,0.019781,0.003126,0.000666,-0.000604164594,1.6297665611882188,4.065336143502018,1.5127337717756648
"('Performance Optimization', 'Environment - Other')",604,1225,147,0.004281,0.008682,0.001042,-0.0010048323579999999,5.781072459500431,4.068487978801915,3.327147314368257
"('Creatures - Rideable', 'Items - Ingredients')",275,748,46,0.001949,0.005301,0.000326,-0.000315668351,2.688466113981597,1.6329094813814495,1.395646344049237
"('Cheating', 'Translation')",997,2103,12,0.007066,0.014905,8.5e-05,2.031873e-05,0.09111824864814351,0.06298647786291302,0.051812361363550684
"('Environment - Weather', 'Anime')",342,715,5,0.002424,0.005068,3.5e-05,-2.2715167999999998e-05,0.1735131768180819,0.12015912644613139,0.09878467054770103
"('Environment - Sky', 'Clothing')",435,1782,30,0.003083,0.01263,0.000213,-0.00017406171,1.1793502254117547,0.5854872184981927,0.5244184569243493
"('Humor, Joke or Just for Fun', 'Utilities for Modders')",1282,478,17,0.009086,0.003388,0.00012,-8.9216632e-05,0.3531809641328894,0.5767224789969103,0.3011909436533963
"('Faction: College of Winterhold', 'Plants / Foliage')",221,452,13,0.001566,0.003204,9.2e-05,-8.6982536e-05,0.8262896591644486,0.5781472715883721,0.4737055010192601
"('Related to vampires', 'Dawnguard')",680,1800,261,0.004819,0.012757,0.00185,-0.001788524017,9.701102365342038,5.986379969195456,5.094485675449472
"('Scripted Events', 'Dawnguard')",755,1800,84,0.005351,0.012757,0.000595,-0.000526737293,2.7120486683462444,1.7630457012998768,1.4781610980147197
"('Gameplay Effects/Changes', 'Related to Movies/TV/Other Games')",3718,1019,108,0.026351,0.007222,0.000765,-0.0005746930779999999,1.3476962396383763,2.5493940261194328,1.1914606481808798
"('Companions', 'Tutorials for Modders')",2791,221,18,0.019781,0.001566,0.000128,-9.7022954e-05,0.2617246486590751,0.9216685012700477,0.2517703058177296
"('Magic - Potions', 'Dawnguard')",576,1800,110,0.004082,0.012757,0.00078,-0.000727925926,4.288394283913218,2.4364454382747343,2.1184136388893435
"('Scripted Events', 'Locations - Buildings')",755,1693,149,0.005351,0.011999,0.001056,-0.000991793351,5.106514903349002,3.4215728065505764,2.842486470595182
"('For female characters', 'English')",4508,12126,1998,0.03195,0.085942,0.014161,-0.0114151531,24.38109612170207,15.29846817792042,12.958654284824298
"('Companion Friendly', 'Japanese')",3345,417,72,0.023707,0.002955,0.00051,-0.00043994581500000007,1.0862420605932575,3.044520342276194,1.023075281795619
"('Face models', 'Anime')",771,715,54,0.005464,0.005068,0.000383,-0.000355308448,1.810488397996848,1.8795173661322118,1.3039293602287623
"('New textures', ""Modder's Resource"")",4507,1367,388,0.031943,0.009689,0.00275,-0.002440504273,5.213112158590042,9.358583181961665,4.554205542189072
"('Environment - Sky', 'Weapons')",435,3646,28,0.003083,0.025841,0.000198,-0.00011833219699999999,0.8017564759384368,0.28014905263083567,0.26446888866592133
"('Humor, Joke or Just for Fun', 'Saved games')",1282,974,33,0.009086,0.006903,0.000234,-0.00017127934199999997,0.6780417707721458,0.7770447421357672,0.5108880330016977
"('Faction: College of Winterhold', 'Magic - Potions')",221,576,15,0.001566,0.004082,0.000106,-9.9607588e-05,0.9462212039749315,0.5868132948098661,0.4986973389380574
"('Companions', 'Dragonborn')",2791,1519,141,0.019781,0.010766,0.000999,-0.0007860377540000001,2.1203792145765683,2.8610306665887726,1.703533433156062
"('Official', 'Related to vampires')",244,680,32,0.001729,0.004819,0.000227,-0.00021866794899999997,1.9770571311327343,1.1860730619802418,1.017085848058982
