Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2,|d|/std1+std2
"('Environment - Sky', 'Tutorials for Players')",105,40,1,0.001645,0.000627,1.6e-05,-1.4968585e-05,0.09331995572677099,0.15107840720861115,0.07939482857867533
"('Compilation', 'Magic - Spells')",192,614,22,0.003008,0.009619,0.000345,-0.00031606604799999996,1.45818396944553,0.8181462795938945,0.7135112187125319
"('NPC Vendors', ""Modder's Resource"")",546,1338,45,0.008554,0.020961,0.000705,-0.000525699606,1.4422406167982655,0.9271518782197741,0.7799008930808552
"('New Lands', 'Utilities for Modders')",325,236,6,0.005091,0.003697,9.4e-05,-7.517857299999999e-05,0.2668824867627626,0.3129629015972103,0.20307134380052247
"('Robert Male Bodybase', 'Leveled Lists')",223,150,2,0.003494,0.00235,3.1e-05,-2.2789100000000002e-05,0.09757644487106716,0.11891136530157033,0.07543121736626934
"('For male characters', 'Classes component')",1242,117,31,0.019457,0.001833,0.000486,-0.000450335319,0.8237282756234005,2.659943420825325,0.7868615277890875
"('French', 'Items - Clutter')",170,621,15,0.002663,0.009729,0.000235,-0.000209091673,1.0250603021661027,0.5382014102330444,0.47651383773072686
"('German', 'Creatures - Rideable')",396,148,8,0.006204,0.002319,0.000125,-0.000110612924,0.3559103208957681,0.5810036674720349,0.3034934934900551
"('Related to horses', 'Locations - Buildings')",194,839,21,0.003039,0.013144,0.000329,-0.00028905538399999996,1.3267706454342527,0.6412237814043927,0.5773334622670726
"('English', 'Utilities for Players')",6911,368,243,0.108269,0.005765,0.003807,-0.003182829215,2.587995797111062,10.621561846487591,2.5144337596627717
"('Races - New', 'Saved games')",515,481,41,0.008068,0.007535,0.000642,-0.0005812076199999999,1.641446114785703,1.6980532183121066,1.1801825274622892
"('German', 'COBL (Common Oblivion)')",396,118,4,0.006204,0.001849,6.3e-05,-5.1528804e-05,0.1658000937305946,0.30304192062758295,0.14545325356236985
"('Audio - Music', 'Books')",203,430,25,0.00318,0.006736,0.000392,-0.00037057952,1.6629481525807694,1.1446356122268775,0.9428679329398196
"('Plants / Foliage', ""Modder's Resource"")",226,1338,40,0.003541,0.020961,0.000627,-0.000552777099,2.3511297019091546,0.9749071898195945,0.9005562507768329
"('Birthsigns', 'Tutorials for Modders')",67,95,2,0.00105,0.001488,3.1e-05,-2.94376e-05,0.2296439988101921,0.19294943710741963,0.14772696289227025
"('Related to Movies/TV/Other Games', 'Video')",478,128,19,0.007488,0.002005,0.000298,-0.00028298656,0.8293430983601445,1.5983197454405174,0.7361430129938762
"('Unbalanced', 'Tutorials for Players')",69,40,2,0.001081,0.000627,3.1e-05,-3.0322213e-05,0.23313213253692985,0.30604306573268236,0.18545341026332596
"('For male characters', 'Czech')",1242,8,1,0.019457,0.000125,1.6e-05,-1.3567875e-05,0.024817601032140774,0.3066219197601187,0.024736707172215402
"('Items - Ingredients', 'Plants / Foliage')",319,226,92,0.004997,0.003541,0.001441,-0.001423305623,5.099769195709399,6.053753187647185,3.900276329199399
"('Leveled Lists', 'Translation')",150,32,3,0.00235,0.000501,4.7e-05,-4.5822649999999994e-05,0.2390982475497497,0.5173558719720682,0.2170406119027158
"('New Lands', 'Locations - World Map')",325,522,118,0.005091,0.008178,0.001849,-0.0018073658019999998,6.4161138005071585,5.07019736005067,3.9780493259797907
"('Companion Friendly', 'Performance Optimization')",368,162,4,0.005765,0.002538,6.3e-05,-4.836843e-05,0.16141245287096115,0.24287746881825117,0.13443236642498485
"('Guilds / Factions', 'German')",247,396,13,0.00387,0.006204,0.000204,-0.00017999052,0.7324118550384644,0.579141038992841,0.45427981044642063
"('For male characters', 'Weapons')",1242,1765,489,0.019457,0.027651,0.007661,-0.007122994493000001,13.028984677512867,10.975272894600966,8.393999200938781
"('Not Lore-Friendly', 'English')",262,6911,92,0.004105,0.108269,0.001441,-0.000996555755,3.937834601913251,0.8103111826962544,0.7936816895889091
"('Humor, Joke or Just for Fun', 'Magic - Potions')",256,230,7,0.004011,0.003603,0.00011,-9.554836700000001e-05,0.3819345028654055,0.402897115710973,0.2771830688339612
"('Races - Modified', 'Not Lore-Friendly')",253,262,7,0.003964,0.004105,0.00011,-9.372778e-05,0.3768627526844605,0.3703601061884519,0.2641531658896101
"('Animation - Modified', 'Tutorials for Players')",148,40,2,0.002319,0.000627,3.1e-05,-2.9545987000000003e-05,0.1551927766241951,0.2982085918853607,0.1376661420440413
"('Sexy/Skimpy', 'Items - Apparatus')",267,186,1,0.004183,0.002914,1.6e-05,-3.8107379999999996e-06,0.014917450878791252,0.017861471453471865,0.011449527295408903
"('Anime', 'French')",88,170,1,0.001379,0.002663,1.6e-05,-1.2327723e-05,0.08393046186302108,0.06043597663212544,0.04904419570911659
"('Companions', 'Related to vampires')",705,250,15,0.011045,0.003917,0.000235,-0.00019173673499999999,0.4635039380274663,0.7755325026996749,0.3978616765450169
"('Japanese', 'Locations - World Map')",167,522,6,0.002616,0.008178,9.4e-05,-7.260635199999999e-05,0.3591234582351789,0.20368236127182718,0.17717026798864227
"('Related to vampires', 'User Interface')",250,226,3,0.003917,0.003541,4.7e-05,-3.3129903e-05,0.1340030985078966,0.14091158824340008,0.09710498428399084
"('For male characters', 'Creatures')",1242,461,97,0.019457,0.007222,0.00152,-0.001379481546,2.5232707877857625,4.116046825206339,2.151219848966311
"('Armor - Shields', 'Magic - Enchantments')",780,358,87,0.01222,0.005608,0.001363,-0.0012944702400000002,2.976772049473555,4.379539857244068,2.4619153869850527
"('Environment - Weather', 'Czech')",101,8,3,0.001582,0.000125,4.7e-05,-4.6802249999999994e-05,0.29752709199323407,1.057689265569812,0.2864110655227617
"('Polish', 'OBMM (Oblivion Mod Manager)')",53,116,1,0.00083,0.001817,1.6e-05,-1.4491889999999999e-05,0.12714096862234212,0.08597292578876513,0.07121883803779369
"('Animation - Modified', 'Leveled Lists')",148,150,3,0.002319,0.00235,4.7e-05,-4.155035e-05,0.2182467008533891,0.21680579080604773,0.1538117526088672
"('Face models', 'Polish')",258,53,4,0.004042,0.00083,6.3e-05,-5.964514e-05,0.23750656660251504,0.5232817026085075,0.21627228253460395
"('Japanese', 'Plants / Foliage')",167,226,6,0.002616,0.003541,9.4e-05,-8.473674399999999e-05,0.4191224556340339,0.3604112327046174,0.273269445613268
"('Gameplay Effects/Changes', 'Translation')",1345,32,3,0.021071,0.000501,4.7e-05,-3.6443429e-05,0.06410918985496325,0.41146075113392966,0.06334490831884243
"('Related to Movies/TV/Other Games', 'Birthsigns')",478,67,7,0.007488,0.00105,0.00011,-0.0001021376,0.2993326384230725,0.7967798629261855,0.2802113765127434
"('Birthsigns', 'New Lands')",67,325,3,0.00105,0.005091,4.7e-05,-4.1654449999999996e-05,0.3249481773731284,0.14787249554118506,0.13459181551409746
"('Items - Apparatus', 'Tutorials for Players')",186,40,2,0.002914,0.000627,3.1e-05,-2.9172922e-05,0.13673763809460568,0.2944432349070437,0.12401713954627154
"('Robert Male Bodybase', 'User Interface')",223,226,1,0.003494,0.003541,1.6e-05,-3.627746e-06,0.015532976623703192,0.01542991087549039,0.010946851916836335
"('New models', 'Locations - Caverns')",1961,284,90,0.030721,0.004449,0.00141,-0.0012733222710000001,1.8642986506242982,4.833865941273628,1.7394169893449458
"('Poses', 'Races - Modified')",49,253,4,0.000768,0.003964,6.3e-05,-5.9955648e-05,0.5468088694309644,0.24107100951564803,0.22058520819879096
"('Races - Modified', 'Items - Apparatus')",253,186,9,0.003964,0.002914,0.000141,-0.00012944890400000002,0.5204910464477711,0.6067454397230196,0.3950499751930773
"('Video', 'Saved games')",128,481,2,0.002005,0.007535,3.1e-05,-1.5892325000000002e-05,0.08976050611187322,0.04643093566583307,0.04124019733704626
"('Audio - Sound FX', 'Items - Furniture')",190,322,24,0.002977,0.005044,0.000376,-0.00036098401199999996,1.6740375201836042,1.2874124859738907,1.0205249550480944
"('Races - Modified', 'Polish')",253,53,1,0.003964,0.00083,1.6e-05,-1.270988e-05,0.0511041695758629,0.11150695004404075,0.04645750507550854
"('Lighting', 'Not Safe For Work')",159,35,1,0.002491,0.000548,1.6e-05,-1.4634931999999999e-05,0.0741762134591284,0.15799330533959882,0.06714441830331545
"('Other languages', 'Creatures')",28,461,4,0.000439,0.007222,6.3e-05,-5.9829542e-05,0.7216024395551213,0.1785172096841151,0.17329303226210677
"('Related to horses', 'Russian')",194,228,3,0.003039,0.003572,4.7e-05,-3.6144692e-05,0.16590494067345335,0.15306823266194072,0.11250033769950024
"('New Lands', 'OBSE (Oblivion Script Extender)')",325,819,26,0.005091,0.012831,0.000407,-0.00034167737900000003,1.21294811725281,0.767024870683027,0.6482811023497219
"('Animation - New', 'Video')",206,128,12,0.003227,0.002005,0.000188,-0.000181529865,0.8086669523299215,1.025288153672922,0.6349409192882749
"('Items - Clutter', 'Locations - Player-Owned')",621,1130,135,0.009729,0.017703,0.002115,-0.001942767513,5.000678411767954,3.722161520441133,2.9858338787793337
"('Companion Friendly', 'Locations - Buildings')",368,839,81,0.005765,0.013144,0.001269,-0.00119322484,3.981964025935102,2.646981119612882,2.204377016920324
"('Clothing - Male', 'Items - Furniture')",226,322,25,0.003541,0.005044,0.000392,-0.000374139196,1.5913281826532593,1.334329101596424,1.0224570887012177
"('Sexy/Skimpy', 'Non-Playable Resource')",267,237,1,0.004183,0.003713,1.6e-05,-4.685209999999981e-07,0.0018340644261510837,0.001946227394408044,0.0013347709970085993
"('Magic - Enchantments', 'Knight of The Nine')",358,80,9,0.005608,0.001253,0.000141,-0.00013397317600000001,0.45326717135928474,0.9568278322701238,0.4096292387968937
"('Face models', 'Humor, Joke or Just for Fun')",258,256,7,0.004042,0.004011,0.00011,-9.378753800000001e-05,0.3734613774145372,0.37489595924753294,0.26458281531759853
"('Lighting', 'Saved games')",159,481,3,0.002491,0.007535,4.7e-05,-2.8230314999999997e-05,0.14308353953803368,0.08247754432351478,0.0714561277054815
"('BAB Bodybase', 'Utilities for Players')",72,368,3,0.001128,0.005765,4.7e-05,-4.0497079999999994e-05,0.3048129868097315,0.13514461844040715,0.12354597623494337
"('For male characters', 'Items - Leveled')",1242,166,74,0.019457,0.002601,0.001159,-0.001108392343,2.027409521067502,5.498042626666714,1.9022020025168296
"('EC/HGEC Bodybase', 'Video')",878,128,5,0.013755,0.002005,7.8e-05,-5.0421225000000006e-05,0.10937294702728542,0.28478115535521925,0.10210175935847847
"('Chargen', 'Spanish')",108,93,1,0.001692,0.001457,1.6e-05,-1.3534756e-05,0.08320265825545825,0.08965128013411784,0.06098561411540125
"('Animation - Modified', 'Italian')",148,81,3,0.002319,0.001269,4.7e-05,-4.4057189e-05,0.23141408310938957,0.31266619898157455,0.18600864516164176
"('Magic - Enchantments', ""Modder's Resource"")",358,1338,29,0.005608,0.020961,0.000454,-0.00033645071199999994,1.138302957974642,0.5933824298114088,0.5261814215895663
"('For female characters', 'Knight of The Nine')",1825,80,19,0.028591,0.001253,0.000298,-0.00026217547699999995,0.39746194978096866,1.8724404453343377,0.388799137694142
"('Sexy/Skimpy', 'Knight of The Nine')",267,80,1,0.004183,0.001253,1.6e-05,-1.0758700999999999e-05,0.04211582997495559,0.07683795266503506,0.03693195961611725
"('Related to vampires', 'NPCs')",250,1098,44,0.003917,0.017201,0.000689,-0.0006216236830000001,2.5143297168087244,1.2079183455674312,1.0887904734432556
"('Animation - New', 'Lore-Friendly')",206,1738,36,0.003227,0.027228,0.000564,-0.00047613524400000004,2.1210550487785773,0.7391560805155878,0.6979877031505487
"('Animation - Modified', 'Magic - Spells')",148,614,11,0.002319,0.009619,0.000172,-0.00014969353900000002,0.786277877943703,0.3874861371130049,0.3475718939099248
"('Translation', 'Shivering Isles')",32,708,3,0.000501,0.011092,4.7e-05,-4.1442908e-05,0.46790684967801305,0.09997388569473416,0.09776718378569793
"('Nudity', 'OBMM (Oblivion Mod Manager)')",225,116,6,0.003525,0.001817,9.4e-05,-8.759507499999999e-05,0.37341017730116294,0.5196565032191326,0.3032405028900906
"('TFF/UFF Bodybase', 'Items - Apparatus')",156,186,1,0.002444,0.002914,1.6e-05,-8.878183999999999e-06,0.04542805304295026,0.041613312191672754,0.030685204315791446
"('Compilation', 'German')",192,396,17,0.003008,0.006204,0.000266,-0.000247338368,1.1411059350684174,0.795840799983875,0.6527655435065544
"('German', 'Non-Playable Resource')",396,237,7,0.006204,0.003713,0.00011,-8.696454800000001e-05,0.27981884092708215,0.36124909163071445,0.2212172556567901
"('Other languages', 'Tutorials for Players')",28,40,1,0.000439,0.000627,1.6e-05,-1.5724747e-05,0.18965573556600307,0.15871037446214098,0.12171487642572766
"('Leveled Lists', 'New Lands')",150,325,13,0.00235,0.005091,0.000204,-0.00019203615,1.0020264417531695,0.6817246352939806,0.5636454815775626
"('Leveled Lists', 'Armor - Shields')",150,780,41,0.00235,0.01222,0.000642,-0.000613283,3.2000526061249874,1.4103095122660294,1.290537364361245
"('Birthsigns', 'Other languages')",67,28,1,0.00105,0.000439,1.6e-05,-1.5539049999999998e-05,0.12122080535476788,0.18741604922145327,0.10178535861311928
"('Video', 'Spanish')",128,93,4,0.002005,0.001457,6.3e-05,-6.0078715e-05,0.3393270566107217,0.3979483419252499,0.25820340879260606
"('Humor, Joke or Just for Fun', 'Tutorials for Modders')",256,95,2,0.004011,0.001488,3.1e-05,-2.5031632e-05,0.10005868466417406,0.16407041689132512,0.08542607761734355
"('Companions', 'Creatures')",705,461,89,0.011045,0.007222,0.001394,-0.0013142330100000001,3.177023827075655,3.921360618470985,2.4685282274519063
"('Poses', 'Clothing - Female')",49,452,2,0.000768,0.007081,3.1e-05,-2.5561792e-05,0.23312923886919665,0.07702049666583143,0.07313266497093143
"('New textures', 'Polish')",2621,53,10,0.041061,0.00083,0.000157,-0.00012291937,0.15650539027551594,1.0784023177272295,0.15488282813523108
"('Not Safe For Work', ""Modder's Resource"")",35,1338,2,0.000548,0.020961,3.1e-05,-1.9513372000000002e-05,0.21065913668756225,0.03441482415758393,0.03396457023312049
"('Audio - Sound FX', 'Utilities for Modders')",190,236,7,0.002977,0.003697,0.00011,-9.8994031e-05,0.4590777338033986,0.41210491162906476,0.30666868269632064
"('Related to horses', 'Italian')",194,81,3,0.003039,0.001269,4.7e-05,-4.3143508999999996e-05,0.1980296664608347,0.3061819711138936,0.16628161189477833
"('For female characters', 'For male characters')",1825,1242,924,0.028591,0.019457,0.014475,-0.013918704913,21.1009651110387,25.459319562933157,16.24628544983961
"('For male characters', 'Animation - New')",1242,206,18,0.019457,0.003227,0.000282,-0.00021921226100000003,0.4009708546733747,0.9765319387871595,0.37091996999941146
"('Audio - Voices', 'Humor, Joke or Just for Fun')",157,256,18,0.00246,0.004011,0.000282,-0.00027213294,1.3879302023530928,1.0877941969662466,0.856167732191058
"('Related to Movies/TV/Other Games', 'Environment - Other')",478,346,14,0.007488,0.00542,0.000219,-0.00017841504000000002,0.522877418869819,0.6139474269046558,0.3980736478165494
"('Lighting', 'New models')",159,1961,43,0.002491,0.030721,0.000674,-0.000597473989,3.0282585627552585,0.8747745773746988,0.840412462911438
"('EC/HGEC Bodybase', 'Clothing')",878,1016,245,0.013755,0.015917,0.003838,-0.0036190616649999998,7.850412991245736,7.30581610318311,5.348166190298425
"('Replacer', 'Clothing')",898,1016,82,0.014068,0.015917,0.001285,-0.001061079644,2.276289776957061,2.1420062622489198,1.559940314051129
"('Environment - Weather', 'Locations - Player-Owned')",101,1130,17,0.001582,0.017703,0.000266,-0.000237993854,1.5129533151265662,0.4559740470913902,0.4365777443697562
"('Races - New', 'Books')",515,430,24,0.008068,0.006736,0.000376,-0.00032165395199999997,0.9084148446227649,0.9935156920509656,0.6704169583964382
"('Classes component', 'Leveled Lists')",117,150,8,0.001833,0.00235,0.000125,-0.00012069245000000001,0.7128801023949657,0.629761772561949,0.47197281930799767
"('New Lands', 'Utilities for Players')",325,368,8,0.005091,0.005765,0.000125,-9.5650385e-05,0.33955702522599956,0.3191991813854986,0.23257203078508326
"('Companions', 'Environment - Water')",705,84,8,0.011045,0.001316,0.000125,-0.00011046478,0.2670373027022584,0.7698410538866427,0.2522903726592357
"('For male characters', 'Magic - Enchantments')",1242,358,105,0.019457,0.005608,0.001645,-0.001535885144,2.8093555354087565,5.196311198546399,2.4713011891888943
"('Unrealistic', 'Utilities for Modders')",81,236,1,0.001269,0.003697,1.6e-05,-1.1308507e-05,0.08025450511258285,0.047076487650974226,0.040606002286443996
"('Japanese', 'Weapons')",167,1765,13,0.002616,0.027651,0.000204,-0.000131664984,0.6512375719215242,0.20287241994688845,0.19369171998565266
"('Companion Friendly', 'BAB Bodybase')",368,72,1,0.005765,0.001128,1.6e-05,-9.49708e-06,0.03169313078617081,0.0714825197463858,0.028973101763913746
"('Italian', 'Locations - Buildings')",81,839,9,0.001269,0.013144,0.000141,-0.000124320264,0.88227926664286,0.2757848986728177,0.2632249943851812
"('New textures', 'Spanish')",2621,93,21,0.041061,0.001457,0.000329,-0.000269174123,0.3427222346826601,1.78295084934878,0.3365607963374184
"('Creatures', 'NPC Vendors')",461,546,61,0.007222,0.008554,0.000956,-0.000894223012,2.6681500743824014,2.4532731880763152,1.8059202830024426
"('Anime', ""Modder's Resource"")",88,1338,6,0.001379,0.020961,9.4e-05,-6.5094781e-05,0.4431828192604757,0.11480462944546103,0.11113628716153041
"('New textures', 'Japanese')",2621,167,18,0.041061,0.002616,0.000282,-0.00017458442400000002,0.22228720676119765,0.8635244764931418,0.215269267813506
"('Official', 'Replacer')",43,898,7,0.000674,0.014068,0.00011,-0.00010051816800000001,0.9785437537273269,0.2156374212913017,0.2105849238871504
"('Video', 'Magic - Potions')",128,230,7,0.002005,0.003603,0.00011,-0.000102775985,0.580482996021431,0.43337368519185904,0.34726913964694006
"('BAB Bodybase', 'Polish')",72,53,1,0.001128,0.00083,1.6e-05,-1.5063759999999999e-05,0.11338174698484338,0.13215812688990133,0.08605257896692316
"('Official', 'Body models')",43,144,2,0.000674,0.002256,3.1e-05,-2.9479456e-05,0.28698232474829394,0.15698551460797175,0.13772606244550417
"('Books', 'Clothing - Female')",430,452,33,0.006736,0.007081,0.000517,-0.000469302384,1.4495680215392721,1.41405980856658,1.0122118494355026
"('Replacer', 'Audio - Sound FX')",898,190,23,0.014068,0.002977,0.00036,-0.00031811956400000003,0.682448594201132,1.4752567103732268,0.6193860227999779
"('Czech', 'Magic - Enchantments')",8,358,1,0.000125,0.005608,1.6e-05,-1.5299e-05,0.34574380663221443,0.05176061851833457,0.051190147900760694
"('Spanish', 'Locations - Dungeons')",93,477,6,0.001457,0.007473,9.4e-05,-8.311183899999999e-05,0.5505147459363656,0.24381670732907731,0.222931060684243
"('Related to horses', 'Non-Playable Resource')",194,237,3,0.003039,0.003713,4.7e-05,-3.5716192999999996e-05,0.16393812072728714,0.14836439186411088,0.11000434244933557
"('Environment - Water', 'Locations - Caverns')",84,284,13,0.001316,0.004449,0.000204,-0.000198145116,1.380894841993358,0.7522109284320466,0.6605645268947531
