Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2,|d|/std1+std2
"('Official', 'French')",10,15,10,0.007027,0.010541,0.007027,-0.006952928393,3.1399050123296828,2.5682092064466002,1.987933707295967
"('Russian', 'Non-Playable Resource')",25,14,3,0.017569,0.009838,0.002108,-0.001935156178,0.5556405345487234,0.7396255992151122,0.44424666022367
"('Russian', 'User Interface')",25,13,1,0.017569,0.009136,0.000703,-0.000542489616,0.155764802680113,0.21508434895426531,0.12615655505421985
"('Body models', ""Modder's Resource"")",15,20,2,0.010541,0.014055,0.001405,-0.001256846245,0.46424239040726145,0.40275675451521137,0.30422478112865775
"('Body models', 'New textures')",15,198,8,0.010541,0.139143,0.005622,-0.0041552936370000005,1.5348444239374432,0.4529059018006901,0.43438865681871847
"('Compilation', 'Performance Optimization')",4,3,1,0.002811,0.002108,0.000703,-0.000697074412,0.4966637104777441,0.573329802194728,0.37539531377644625
"('Russian', ""Modder's Resource"")",25,20,1,0.017569,0.014055,0.000703,-0.00045606770499999994,0.13095051772953564,0.14614703225293946,0.0975275729984202
"('New models', 'English')",37,200,16,0.026001,0.140548,0.011244,-0.007589611452,1.799068550752305,0.8237564813499683,0.7489767538049239
"('Non-Playable Resource', 'User Interface')",14,13,1,0.009838,0.009136,0.000703,-0.000613120032,0.2343372985675313,0.24308764448965658,0.16871017064851518
"(""Modder's Resource"", 'User Interface')",20,13,2,0.014055,0.009136,0.001405,-0.00127659352,0.4090847746856654,0.5061392477020867,0.3181578413041682
"('English', 'User Interface')",200,13,5,0.140548,0.009136,0.003514,-0.002229953472,0.24203328948872585,0.8841240027042722,0.2334439576898557
"('Saved games', 'Non-Playable Resource')",29,14,1,0.020379,0.009838,0.000703,-0.0005025113979999999,0.13416149498937754,0.19206216949491797,0.10998519918504328
"('Gameplay Effects/Changes', 'Japanese')",118,14,4,0.082923,0.009838,0.002811,-0.001995203526,0.27292872729780693,0.7625759720329172,0.2569664400035355
"('German', 'Non-Playable Resource')",14,14,3,0.009838,0.009838,0.002108,-0.002011213756,0.7686951556378084,0.7686951556378084,0.5435495572167429
"('Sexy/Skimpy', ""Modder's Resource"")",6,20,1,0.004216,0.014055,0.000703,-0.00064374412,0.37478556212717007,0.20628799548146065,0.18072106313786124
"('Compilation', 'Official')",4,10,2,0.002811,0.007027,0.001405,-0.001385247103,0.9869849678322805,0.6255701304796786,0.5283774778800492
"('New textures', 'French')",198,15,2,0.139143,0.010541,0.001405,6.170636299999998e-05,0.006725680161927802,0.02279253295812503,0.00645069794877128
"('French', 'Other languages')",15,11,10,0.010541,0.00773,0.007027,-0.00694551807,2.565472048996438,2.991592377745024,1.9474494590840417
"('Nudity', 'English')",11,200,5,0.00773,0.140548,0.003514,-0.0024275639600000003,1.0456069318418066,0.2634814125319462,0.2554944992935441
"('New models', 'Other languages')",37,11,1,0.026001,0.00773,0.000703,-0.0005020122699999999,0.11899877783740526,0.21622808627528006,0.10425368911797675
"('Audio - Music', 'Audio - Sound FX')",2,1,1,0.001405,0.000703,0.000703,-0.000702012285,0.7069916858039045,0.9991304798922198,0.5771201837792482
"('Saved games', ""Modder's Resource"")",29,20,2,0.020379,0.014055,0.001405,-0.001118573155,0.29863889123124876,0.35844710153519255,0.2294418499786759
"('Skills', 'Japanese')",29,14,1,0.020379,0.009838,0.000703,-0.0005025113979999999,0.13416149498937754,0.19206216949491797,0.10998519918504328
"('Polish', 'Non-Playable Resource')",14,14,3,0.009838,0.009838,0.002108,-0.002011213756,0.7686951556378084,0.7686951556378084,0.5435495572167429
"('German', 'Other languages')",14,11,10,0.009838,0.00773,0.007027,-0.0069509522600000005,2.656685950656195,2.993933006798087,1.9871431334614056
"('Compilation', 'Italian')",4,14,2,0.002811,0.009838,0.001405,-0.001377345382,0.9813550121152718,0.5264277452483309,0.46389734087821183
"('Sexy/Skimpy', 'Tutorials for Players')",6,9,1,0.004216,0.006325,0.000703,-0.0006763337999999999,0.3937591591805219,0.32181856602107156,0.2491817306691306
"('New models', 'Nudity')",37,11,2,0.026001,0.00773,0.001405,-0.00120401227,0.2854033600239293,0.518595429936515,0.250039149224001
"('English', 'Italian')",200,14,14,0.140548,0.009838,0.009838,-0.008455288775999999,0.9177148230796728,3.231650291889677,0.8828087325808295
"('Audio - Sound FX', 'English')",1,200,1,0.000703,0.140548,0.000703,-0.000604194756,0.8599128667821571,0.06557771098038322,0.06538784786678774
"('Sexy/Skimpy', 'Utilities for Modders')",6,5,1,0.004216,0.003514,0.000703,-0.000688184976,0.400658872158138,0.43870355921440357,0.2958460254977801
"('Performance Optimization', 'Italian')",3,14,1,0.002108,0.009838,0.000703,-0.000682261496,0.5611464741970176,0.2607634843829121,0.23647759205748273
"('Environment - Other', 'Environment - Sky')",9,1,1,0.006325,0.000703,0.000703,-0.0006985535249999999,0.3323913335463417,0.9942078416243837,0.3152399303951009
"('Humor, Joke or Just for Fun', 'Tutorials for Modders')",2,8,1,0.001405,0.005622,0.000703,-0.0006951010899999999,0.7000314694253983,0.3506947345780172,0.31354916040523856
"('Compilation', 'Spanish')",4,15,2,0.002811,0.010541,0.001405,-0.001375369249,0.9799470224784673,0.5080213354565101,0.4510169254916634
"('English', 'Spanish')",200,15,15,0.140548,0.010541,0.010541,-0.009059483532,0.9832925340600561,3.3463093098956587,0.9434068183018709
"('New models', 'French')",37,15,4,0.026001,0.010541,0.002811,-0.0025369234590000003,0.6013613792508353,0.93706562403456,0.5061070924187369
"('Scripted Events', 'Utilities for Players')",1,14,1,0.000703,0.009838,0.000703,-0.0006960838859999999,0.9906929578368008,0.26604646546865623,0.25694278657023506
"('Skills', ""Modder's Resource"")",29,20,1,0.020379,0.014055,0.000703,-0.0004165731549999999,0.1112175315220247,0.13349099191203143,0.08544753189133499
"('French', 'Polish')",15,14,14,0.010541,0.009838,0.009838,-0.009734297642,3.595565984491483,3.7204933680564687,2.5854864652014333
"('New textures', 'Utilities for Players')",198,14,1,0.139143,0.009838,0.000703,0.0006658888339999999,0.07257850087328979,0.2545057775992602,0.06979591394680858
"('Gameplay Effects/Changes', 'Tutorials for Modders')",118,8,1,0.082923,0.005622,0.000703,-0.00023680689399999995,0.03239338912173046,0.11947460884800892,0.03126459614620603
"('Body models', 'English')",15,200,2,0.010541,0.140548,0.001405,7.651646800000008e-05,0.028262954320113172,0.008304896349917585,0.007968021286047964
"('Anime', 'Spanish')",3,15,1,0.002108,0.010541,0.000703,-0.0006807795719999999,0.5599276212608584,0.25146014248203635,0.22938961846660624
"('Anime', 'Russian')",3,25,1,0.002108,0.017569,0.000703,-0.000665964548,0.5477425594751876,0.191218105105943,0.18053328950808398
"('Gameplay Effects/Changes', 'New models')",118,37,7,0.082923,0.026001,0.004919,-0.0027629190769999997,0.3779463986935843,0.6549321860731647,0.32734988955097793
"('Performance Optimization', 'Polish')",3,14,1,0.002108,0.009838,0.000703,-0.000682261496,0.5611464741970176,0.2607634843829121,0.23647759205748273
"('New textures', 'Anime')",198,3,1,0.139143,0.002108,0.000703,-0.000409686556,0.04465375381624298,0.33695902197787075,0.044266750102977113
"('New models', 'Russian')",37,25,6,0.026001,0.017569,0.004216,-0.003759188431,0.8910914248161964,1.0793741058300343,0.6871741294760078
"('Face models', 'Polish')",127,14,6,0.089248,0.009838,0.004216,-0.0033379781760000003,0.4416585373296622,1.2757906243735577,0.41735725280384656
"('Body models', 'Utilities for Modders')",15,5,1,0.010541,0.003514,0.000703,-0.0006659589259999999,0.24598582758171228,0.42453491621531936,0.21283857611461263
"('English', 'Polish')",200,14,14,0.140548,0.009838,0.009838,-0.008455288775999999,0.9177148230796728,3.231650291889677,0.8828087325808295
"('Performance Optimization', 'Spanish')",3,15,1,0.002108,0.010541,0.000703,-0.0006807795719999999,0.5599276212608584,0.25146014248203635,0.22938961846660624
"('New textures', 'Italian')",198,14,2,0.139143,0.009838,0.001405,-3.6111166000000116e-05,0.003935933686292329,0.013801853873474016,0.0037850339365428196
"('Anime', 'Italian')",3,14,1,0.002108,0.009838,0.000703,-0.000682261496,0.5611464741970176,0.2607634843829121,0.23647759205748273
"('Anime', 'Polish')",3,14,1,0.002108,0.009838,0.000703,-0.000682261496,0.5611464741970176,0.2607634843829121,0.23647759205748273
"('New models', 'Sexy/Skimpy')",37,6,2,0.026001,0.004216,0.001405,-0.001295379784,0.30706144120995693,0.7541655534105883,0.28439243968183464
"('Quests', 'Utilities for Players')",2,14,2,0.001405,0.009838,0.001405,-0.00139117761,1.4010452876142285,0.5317144864629616,0.49711836379186697
"('Body models', 'Utilities for Players')",15,14,1,0.010541,0.009838,0.000703,-0.000599297642,0.22136309114526193,0.22905431748178712,0.15917696366019277
"('Anime', 'Japanese')",3,14,1,0.002108,0.009838,0.000703,-0.000682261496,0.5611464741970176,0.2607634843829121,0.23647759205748273
"('Environment - Other', 'New models')",9,37,1,0.006325,0.026001,0.000703,-0.000538543675,0.25625416507088367,0.12765831228998603,0.11426455368179478
"('Environment - Other', ""Modder's Resource"")",9,20,1,0.006325,0.014055,0.000703,-0.000614102125,0.2922069919586939,0.19678920933235924,0.16322507940431055
"('Gameplay Effects/Changes', 'Performance Optimization')",118,3,3,0.082923,0.002108,0.002108,-0.0019331983160000002,0.2644468843025409,1.5900170613570899,0.2608635759805812
"('Humor, Joke or Just for Fun', 'English')",2,200,1,0.001405,0.140548,0.000703,-0.0005055300599999999,0.5091158046385882,0.054868904169330095,0.05455300211583075
"('Humor, Joke or Just for Fun', 'Sexy/Skimpy')",2,6,1,0.001405,0.004216,0.000703,-0.0006970765199999999,0.7020209112282403,0.4058354977966268,0.35135033734589954
"('French', 'Spanish')",15,15,14,0.010541,0.010541,0.009838,-0.009726887319,3.592828827041321,3.592828827041321,2.5405136272434277
"('English', 'French')",200,15,15,0.140548,0.010541,0.010541,-0.009059483532,0.9832925340600561,3.3463093098956587,0.9434068183018709
"('Other languages', 'Polish')",11,14,10,0.00773,0.009838,0.007027,-0.0069509522600000005,2.993933006798087,2.656685950656195,1.9871431334614056
"('Sexy/Skimpy', 'Utilities for Players')",6,14,1,0.004216,0.009838,0.000703,-0.0006615229919999999,0.38513635886377867,0.2528371326898525,0.21136094588111418
"('Skills', 'Russian')",29,25,2,0.020379,0.017569,0.001405,-0.001046961349,0.2795198284794636,0.3006135474871282,0.20470168808288053
"('New textures', 'Tutorials for Players')",198,9,2,0.139143,0.006325,0.001405,-0.0005249205250000001,0.05721367116680056,0.2497718887190439,0.05576926446807012
"('Tutorials for Players', 'Utilities for Modders')",9,5,2,0.006325,0.003514,0.001405,-0.00138277395,0.6579625766452792,0.8814895334971098,0.5272744115292842
"('Performance Optimization', 'French')",3,15,1,0.002108,0.010541,0.000703,-0.0006807795719999999,0.5599276212608584,0.25146014248203635,0.22938961846660624
"('Italian', 'Japanese')",14,14,14,0.009838,0.009838,0.009838,-0.009741213755999999,3.7231367386637837,3.7231367386637837,2.6326552351939285
"('Audio - Sound FX', ""Modder's Resource"")",1,20,1,0.000703,0.014055,0.000703,-0.0006931193349999999,0.9864736965409746,0.22211029787206912,0.21668574013809286
"(""Modder's Resource"", 'Utilities for Modders')",20,5,4,0.014055,0.003514,0.002811,-0.00276161073,0.8849589830689145,1.7604692032911908,0.7906808112387589
"('Skills', 'Czech')",29,10,1,0.020379,0.007027,0.000703,-0.000559796767,0.149455657025595,0.25280120479291285,0.12865403746327897
"('New models', 'Italian')",37,14,4,0.026001,0.009838,0.002811,-0.002555202162,0.6056942281619843,0.9766100285188456,0.514734882410333
"('Compilation', 'Non-Playable Resource')",4,14,1,0.002811,0.009838,0.000703,-0.0006753453819999999,0.48118183296352224,0.2581201137755967,0.22745996100793558
"('Gameplay Effects/Changes', 'Skills')",118,29,13,0.082923,0.020379,0.009136,-0.007446112183,1.0185717371386025,1.9879778773294567,0.9065102554944966
"('Gameplay Effects/Changes', 'English')",118,200,37,0.082923,0.140548,0.026001,-0.014346338196,1.9624703816898703,1.5571138453312234,1.2197917558359477
"('Skills', 'User Interface')",29,13,2,0.020379,0.009136,0.001405,-0.001218817456,0.3254023145881159,0.48323239982137084,0.26991102479771917
"('New textures', 'German')",198,14,2,0.139143,0.009838,0.001405,-3.6111166000000116e-05,0.003935933686292329,0.013801853873474016,0.0037850339365428196
"('English', 'Other languages')",200,11,11,0.140548,0.00773,0.00773,-0.0066435639599999995,0.7210749727999463,2.861533884656288,0.6992170239192522
"('Nudity', 'Sexy/Skimpy')",11,6,2,0.00773,0.004216,0.001405,-0.00137241032,0.5911282946889819,0.799012460494908,0.4752137654151817
"('Official', 'Skills')",10,29,1,0.007027,0.020379,0.000703,-0.000559796767,0.25280120479291285,0.149455657025595,0.12865403746327897
"('Humor, Joke or Just for Fun', ""Modder's Resource"")",2,20,1,0.001405,0.014055,0.000703,-0.000683252725,0.6880990635055076,0.21894853975131562,0.20864101340438893
"('Skills', 'English')",29,200,12,0.020379,0.140548,0.008433,-0.005568772307999999,1.486761934296914,0.6044199114657419,0.5599192970352388
"('Official', 'Czech')",10,10,10,0.007027,0.007027,0.007027,-0.006977621271,3.151056183033397,3.151056183033397,2.2281331949227137
"('Other languages', 'Spanish')",11,15,10,0.00773,0.010541,0.007027,-0.00694551807,2.991592377745024,2.565472048996438,1.9474494590840417
"('Gameplay Effects/Changes', 'Face models')",118,127,6,0.082923,0.089248,0.004216,0.0031847119039999988,0.4356444620521862,0.4213793881128727,0.30287778644985736
"('Anime', 'French')",3,15,1,0.002108,0.010541,0.000703,-0.0006807795719999999,0.5599276212608584,0.25146014248203635,0.22938961846660624
"('Face models', 'Skills')",127,29,1,0.089248,0.020379,0.000703,0.0011157849920000002,0.14763307054680663,0.2978945019142247,0.13227963130178497
"('Body models', 'Tutorials for Modders')",15,8,1,0.010541,0.005622,0.000703,-0.000643738498,0.2377782487695622,0.32478110729730186,0.1918566580967944
"('Audio - Sound FX', 'Utilities for Players')",1,14,1,0.000703,0.009838,0.000703,-0.0006960838859999999,0.9906929578368008,0.26604646546865623,0.25694278657023506
"('New models', 'German')",37,14,4,0.026001,0.009838,0.002811,-0.002555202162,0.6056942281619843,0.9766100285188456,0.514734882410333
"('New textures', 'Japanese')",198,14,2,0.139143,0.009838,0.001405,-3.6111166000000116e-05,0.003935933686292329,0.013801853873474016,0.0037850339365428196
"('New textures', 'Other languages')",198,11,2,0.139143,0.00773,0.001405,-0.0003294246100000002,0.035905609350656516,0.14189066134236228,0.03480842378627026
"('Body models', 'Sexy/Skimpy')",15,6,1,0.010541,0.004216,0.000703,-0.0006585591439999999,0.2432525636698862,0.38341081698428237,0.20540125179218816
"('Performance Optimization', 'English')",3,200,2,0.002108,0.140548,0.001405,-0.001108724816,0.9119040499878027,0.12033807777773324,0.11930376121657324
"('Quests', 'Non-Playable Resource')",2,14,1,0.001405,0.009838,0.000703,-0.00068917761,0.6940659739483132,0.2634068549902275,0.24626822871681311
"('Italian', 'Russian')",14,25,14,0.009838,0.017569,0.009838,-0.009665156178,3.694067182241088,2.775152003902403,2.218794225205254
"('Gameplay Effects/Changes', 'Nudity')",118,11,1,0.082923,0.00773,0.000703,-6.200520999999999e-05,0.00848184299526606,0.02670705219495304,0.008083952335212455
"('Polish', 'Russian')",14,25,14,0.009838,0.017569,0.009838,-0.009665156178,3.694067182241088,2.775152003902403,2.218794225205254
"('Face models', 'Nudity')",127,11,1,0.089248,0.00773,0.000703,-1.3112959999999978e-05,0.0017350175550286033,0.00564804969050715,0.0016585279132853802
"('Polish', 'Spanish')",14,15,14,0.009838,0.010541,0.009838,-0.009734297642,3.7204933680564687,3.595565984491483,2.5854864652014333
"('Quests', 'Utilities for Modders')",2,5,1,0.001405,0.003514,0.000703,-0.00069806283,0.703014217163941,0.4450004849804787,0.3760033576760273
"('New models', 'Polish')",37,14,4,0.026001,0.009838,0.002811,-0.002555202162,0.6056942281619843,0.9766100285188456,0.514734882410333
"('Quests', ""Modder's Resource"")",2,20,2,0.001405,0.014055,0.001405,-0.001385252725,1.395078377171423,0.4439046493744767,0.4230067759556923
"('German', 'Polish')",14,14,14,0.009838,0.009838,0.009838,-0.009741213755999999,3.7231367386637837,3.7231367386637837,2.6326552351939285
"('Anime', 'Czech')",3,10,1,0.002108,0.007027,0.000703,-0.0006881870839999999,0.5660201521536937,0.3107815804125955,0.272419306315905
"('Gameplay Effects/Changes', 'Czech')",118,10,3,0.082923,0.007027,0.002108,-0.001525300079,0.20864949559472376,0.6888173000862028,0.1996893378402394
"('English', 'Russian')",200,25,24,0.140548,0.017569,0.016866,-0.014396712187999998,1.5625813060390488,4.133721581144878,1.461639756966289
"('Gameplay Effects/Changes', 'Russian')",118,25,6,0.082923,0.017569,0.004216,-0.002759125813,0.3774275089150062,0.7922265701608405,0.34073488040669164
"('French', 'Italian')",15,14,14,0.010541,0.009838,0.009838,-0.009734297642,3.595565984491483,3.7204933680564687,2.5854864652014333
"('Official', 'Polish')",10,14,10,0.007027,0.009838,0.007027,-0.006957868374,3.1421358811414954,2.65932932126351,2.029904715920461
"('Official', 'Other languages')",10,11,10,0.007027,0.00773,0.007027,-0.00697268129,3.148825314221584,3.0032921935237784,2.173276833023106
"('Czech', 'Japanese')",10,14,10,0.007027,0.009838,0.007027,-0.006957868374,3.1421358811414954,2.65932932126351,2.029904715920461
"('English', 'German')",200,14,14,0.140548,0.009838,0.009838,-0.008455288775999999,0.9177148230796728,3.231650291889677,0.8828087325808295
"('New models', 'Tutorials for Modders')",37,8,1,0.026001,0.005622,0.000703,-0.000556822378,0.131991161201135,0.2809298947579127,0.11946264037937251
"('Anime', 'English')",3,200,1,0.002108,0.140548,0.000703,-0.00040672481599999996,0.33452304989351284,0.04414484264771994,0.04376541376964966
"('Gameplay Effects/Changes', 'Body models')",118,15,1,0.082923,0.010541,0.000703,0.000171091343,0.023403999586086608,0.06319615813651787,0.021947296111771753
"('Compilation', 'Czech')",4,10,2,0.002811,0.007027,0.001405,-0.001385247103,0.9869849678322805,0.6255701304796786,0.5283774778800492
"('Body models', 'Saved games')",15,29,1,0.010541,0.020379,0.000703,-0.00048818496099999997,0.18032130354617537,0.13033659427380984,0.10563209453157069
"('Body models', 'New models')",15,37,9,0.010541,0.026001,0.006325,-0.006050923459,2.2350348596359413,1.4343324644409285,1.2071374354707387
"('New models', 'Spanish')",37,15,4,0.026001,0.010541,0.002811,-0.0025369234590000003,0.6013613792508353,0.93706562403456,0.5061070924187369
"('Environment - Other', 'Environment - Water')",9,1,1,0.006325,0.000703,0.000703,-0.0006985535249999999,0.3323913335463417,0.9942078416243837,0.3152399303951009
"('Saved games', 'Utilities for Modders')",29,5,1,0.020379,0.003514,0.000703,-0.000631388194,0.1685692789513267,0.4024967960848862,0.155483892964281
"('Performance Optimization', 'New models')",3,37,1,0.002108,0.026001,0.000703,-0.000648189892,0.5331232593931193,0.1536492423871626,0.14763986558869283
"('Official', 'New models')",10,37,1,0.007027,0.026001,0.000703,-0.000520290973,0.2349606010091103,0.12333162674855422,0.10920190329273997
"('Gameplay Effects/Changes', 'Other languages')",118,11,3,0.082923,0.00773,0.002108,-0.00146700521,0.2006751991398355,0.6318724622291909,0.1912613503469844
"('Compilation', 'Polish')",4,14,2,0.002811,0.009838,0.001405,-0.001377345382,0.9813550121152718,0.5264277452483309,0.46389734087821183
"('New textures', 'Polish')",198,14,2,0.139143,0.009838,0.001405,-3.6111166000000116e-05,0.003935933686292329,0.013801853873474016,0.0037850339365428196
"('Saved games', 'Tutorials for Modders')",29,8,1,0.020379,0.005622,0.000703,-0.0005884292619999999,0.15710001763067696,0.29687630594138265,0.13885659330730693
"('Italian', 'Other languages')",14,11,10,0.009838,0.00773,0.007027,-0.0069509522600000005,2.656685950656195,2.993933006798087,1.9871431334614056
"('Sexy/Skimpy', 'English')",6,200,6,0.004216,0.140548,0.004216,-0.003623449632,2.1095596293269563,0.39327970055945327,0.3866185854500704
"('Gameplay Effects/Changes', 'User Interface')",118,13,5,0.082923,0.009136,0.003514,-0.002756415472,0.3770567547989306,1.0928537796059565,0.3564380923999266
"('Gameplay Effects/Changes', 'French')",118,15,4,0.082923,0.010541,0.002811,-0.0019369086570000002,0.26495443084291864,0.7154376348764909,0.2484632307587483
"('New models', ""Modder's Resource"")",37,20,3,0.026001,0.014055,0.002108,-0.0017425559450000001,0.4130616723139154,0.5584025729172524,0.33208069983733873
"('Humor, Joke or Just for Fun', 'Utilities for Players')",2,14,1,0.001405,0.009838,0.000703,-0.00068917761,0.6940659739483132,0.2634068549902275,0.24626822871681311
"('Environment - Sky', 'New textures')",1,198,1,0.000703,0.139143,0.000703,-0.000605182471,0.8613186201899435,0.06596181563238704,0.06576923396369508
"('Gameplay Effects/Changes', 'Saved games')",118,29,2,0.082923,0.020379,0.001405,0.00028488781699999993,0.038970495141587125,0.07605991741699798,0.034683029402316934
"('Audio - Music', 'Utilities for Modders')",2,5,1,0.001405,0.003514,0.000703,-0.00069806283,0.703014217163941,0.4450004849804787,0.3760033576760273
"('Face models', 'Sexy/Skimpy')",127,6,1,0.089248,0.004216,0.000703,-0.00032673043199999997,0.04323074540623019,0.190221308151402,0.04215578584248797
"('Audio - Sound FX', 'Utilities for Modders')",1,5,1,0.000703,0.003514,0.000703,-0.000700529658,0.9970203489761901,0.44657303634575257,0.40755805677636403
"('Official', 'English')",10,200,10,0.007027,0.140548,0.007027,-0.006039369204,2.7273466032011133,0.6554972618195631,0.6373476458724221
"('Humor, Joke or Just for Fun', 'Utilities for Modders')",2,5,1,0.001405,0.003514,0.000703,-0.00069806283,0.703014217163941,0.4450004849804787,0.3760033576760273
